,iauname,png_loc,input_text,target
1305,J011834.14-001341.7,dr5/J011/J011834.14-001341.7.png,has features or disk | does not have an edge-on disk | no bar | has spiral arms | tight spiral winding | large central bulge,A galaxy image that has features such as a disk but does not have an edge-on disk or a bar and has spiral arms with a tight spiral winding and a large central bulge.
1306,J152901.05+273952.7,dr5/J152/J152901.05+273952.7.png,smooth | round | not merging,"The image of the smooth, round galaxy showed no signs of merging."
1307,J104400.39+010325.1,dr5/J104/J104400.39+010325.1.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging with any other."
1308,J112332.20-021220.0,dr5/J112/J112332.20-021220.0.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | loose spiral winding | two spiral arms,"This galaxy has two loose spiral arms winding around a weak bar, and features such as a disk that does not have an edge-on view, but does not appear to be merging."
1309,J090135.15+180941.7,dr5/J090/J090135.15+180941.7.png,has features or disk | does not have an edge-on disk | merging | does not have spiral arms | small central bulge,"The galaxy image has features of a disk that is not merging, does not have an edge-on disk or spiral arms, and has a small central bulge."
1310,J090431.39+082518.8,dr5/J090/J090431.39+082518.8.png,has features or disk | does not have an edge-on disk | not merging | weak bar | does not have spiral arms | moderate central bulge,"This galaxy has features of a disk but does not have an edge-on disk, is not merging, has a weak bar, does not have spiral arms, and has a moderate central bulge."
1311,J080727.73+075422.7,dr5/J080/J080727.73+075422.7.png,has features or disk | has an edge-on disk | not merging | rounded central bulge,"The galaxy image has features of an edge-on disk that is not merging, with a rounded central bulge."
1312,J074210.18+233713.8,dr5/J074/J074210.18+233713.8.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | does not have spiral arms | tight spiral winding | two spiral arms | moderate central bulge,"This galaxy image has features such as two tight spiral arms, no bar, no edge-on disk, and a moderate central bulge, but does not have spiral arms with a tight winding pattern or signs of merging."
1313,J151532.73+311823.9,dr5/J151/J151532.73+311823.9.png,has features or disk | has an edge-on disk | does not have an edge-on disk | not merging | rounded central bulge,"The galaxy image has features such as a disk that can either have an edge-on orientation or not, and does not appear to be merging with another galaxy, with a rounded central bulge."
1314,J122908.36+090156.1,dr5/J122/J122908.36+090156.1.png,smooth | elliptical | not merging,"An elliptical galaxy was observed in the image and appeared to be smooth, not merging."
1315,J124653.94+101403.1,dr5/J124/J124653.94+101403.1.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | medium spiral winding | two spiral arms | moderate central bulge,"This galaxy has two spiral arms with moderate central bulge, but does not have an edge-on disk or a bar. The spiral arms have tight winding or medium winding and the image reveals features such as spiral arms, suggesting that it is not merging."
1316,J141507.42+141918.5,dr5/J141/J141507.42+141918.5.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | no bar | has spiral arms | tight spiral winding | two spiral arms | small central bulge,"The galaxy image has two tight spiral arms and a small central bulge, but does not have an edge-on disk or a bar, and shows only minor disturbance with no signs of merging."
1317,J132755.94+060011.4,dr5/J132/J132755.94+060011.4.png,has features or disk | does not have an edge-on disk | merging with major disturbance | no bar | does not have spiral arms | moderate central bulge,"This galaxy, which is seen in an image, has features of a disk but does not have an edge-on disk, and is likely undergoing a major disturbance due to a merging process. Furthermore, it does not have a bar or spiral arms, although there is a moderate central bulge."
1318,J142707.91+300431.9,dr5/J142/J142707.91+300431.9.png,smooth | elliptical | not merging,"The image of the smooth, elliptical galaxy was not merging."
1319,J144147.94+020836.2,dr5/J144/J144147.94+020836.2.png,smooth | elliptical | not merging,"An elliptical galaxy appears smooth and unchanging, not merging with any other image."
1320,J150327.97+072018.5,dr5/J150/J150327.97+072018.5.png,has features or disk | has an edge-on disk | rounded central bulge | no central bulge,"This Galaxy image has features such as an edge-on disk and a rounded central bulge, but no central bulge."
1321,J000626.72+002946.4,dr5/J000/J000626.72+002946.4.png,smooth | elliptical | not merging,An elliptical galaxy is observed to have a smooth image and is not merging.
1322,J143443.74+021633.0,dr5/J143/J143443.74+021633.0.png,smooth | elliptical | not merging,An elliptical galaxy that appears smooth and not merging can be seen in the image.
1323,J150008.90+141253.9,dr5/J150/J150008.90+141253.9.png,has features or disk | has an edge-on disk | not merging | rounded central bulge,"The galaxy image has distinct features that include an edge-on disk and a rounded central bulge, indicating that the galaxy is not merging."
1324,J090226.83+181844.5,dr5/J090/J090226.83+181844.5.png,smooth | elliptical | not merging,"An image of an elliptical galaxy appears smooth, not merging."
1325,J112805.92+000755.9,dr5/J112/J112805.92+000755.9.png,smooth | elliptical | not merging,"An elliptical galaxy, with its smooth image, is not merging."
1326,J112803.90+213657.6,dr5/J112/J112803.90+213657.6.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging with anything."
1327,J223235.05-011359.1,dr5/J223/J223235.05-011359.1.png,artifact,A galaxy image was discovered in an ancient artifact.
1328,J133002.20+161502.4,dr5/J133/J133002.20+161502.4.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging with other objects."
1329,J152132.79+215615.7,dr5/J152/J152132.79+215615.7.png,smooth | round | not merging,"A smooth, round galaxy image was seen which is not merging."
1330,J110755.24+201307.9,dr5/J110/J110755.24+201307.9.png,smooth | elliptical | not merging,"An elliptical galaxy in an image appears smooth, not merging with another galaxy."
1331,J100416.19+071016.0,dr5/J100/J100416.19+071016.0.png,smooth | round | not merging,"The galaxy has a smooth, round image that is not merging."
1332,J082551.75+185002.7,dr5/J082/J082551.75+185002.7.png,has features or disk | does not have an edge-on disk | not merging | no bar | does not have spiral arms | no central bulge | moderate central bulge,"This galaxy image does not have an edge-on disk, is not merging, does not have a bar, does not have spiral arms, and has a moderate central bulge, but no central bulge."
1333,J111054.89+010534.9,dr5/J111/J111054.89+010534.9.png,smooth | has features or disk | elliptical | not merging,An elliptical galaxy has a smooth image that does not show features of merging but has a disk.
1334,J151500.01+152126.3,dr5/J151/J151500.01+152126.3.png,has features or disk | does not have an edge-on disk | not merging | no bar | weak bar | has spiral arms | tight spiral winding | medium spiral winding | two spiral arms | moderate central bulge,"This galaxy image has features of a disk with no edge-on disk, not merging, no bar, and a weak bar, with two spiral arms, which have tight and medium spiral winding, and a moderate central bulge."
1335,J132119.39+092306.3,dr5/J132/J132119.39+092306.3.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with another image.
1336,J131535.18+213235.1,dr5/J131/J131535.18+213235.1.png,has features or disk | does not have an edge-on disk | not merging | has spiral arms | tight spiral winding | medium spiral winding | two spiral arms | moderate central bulge,"This galaxy image has features such as two spiral arms with tight winding and a moderate central bulge, but does not have an edge-on disk or signs of merging. The spiral winding is more distinct with medium winding in the arms."
1337,J121545.59-013448.0,dr5/J121/J121545.59-013448.0.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
1338,J132758.96+230755.6,dr5/J132/J132758.96+230755.6.png,has features or disk | artifact | does not have an edge-on disk | not merging | no bar | has spiral arms | medium spiral winding | two spiral arms | small central bulge,"This galaxy has features such as two spiral arms, a small central bulge, and a medium spiral winding, but does not have an edge-on disk, a bar, or evidence of merging. Its overall shape is more of an elliptical than a spiral one."
1339,J101739.85-000114.2,dr5/J101/J101739.85-000114.2.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging with any other."
1340,J103203.31+122200.7,dr5/J103/J103203.31+122200.7.png,smooth | elliptical | not merging,The image of the smooth elliptical galaxy shows that it is not merging.
1341,J161322.99+303501.3,dr5/J161/J161322.99+303501.3.png,smooth | round | not merging,"The galaxy image had smooth, round features that were not merging."
1342,J121101.43+232857.9,dr5/J121/J121101.43+232857.9.png,has features or disk | does not have an edge-on disk | strong bar | has spiral arms | tight spiral winding | no spiral arms,"This galaxy has strong spiral winding, a tight spiral structure and a bar, but does not have an edge-on disk or spiral arms in the image."
1343,J000458.91+010353.3,dr5/J000/J000458.91+010353.3.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with any other galaxy in the image.
1344,J105639.36+212324.8,dr5/J105/J105639.36+212324.8.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | tight spiral winding | two spiral arms | small central bulge,"This galaxy has features of a disk, but does not have an edge-on disk or signs of merging. Its weak bar is connected to two tightly wound spiral arms, and has a small central bulge."
